distributor_id,industry,sku,category,sales,avg_quarterly_sales,movement_category,quarter,year,total_quarter_sales,prev_quarter_sales,is_diwali,is_ganesh_chaturthi,is_gudi_padwa,is_eid,is_akshay_tritiya,is_dussehra_navratri,is_onam,is_christmas,time_idx
DIST013,Manufacturing,Borosil Glass Set,Home Goods,4890.77,2770.72,Slow Moving,4,2024,4890.77,3371.07,1,0,0,0,0,1,0,1,9843
DIST041,E-commerce,North Face Puffer Jacket,Apparel,6738.29,8039.47,Slow Moving,3,2025,6738.29,5421.76,0,1,0,0,0,1,1,0,30584
DIST017,Retail,Remote Control Car,Toys,1290.33,2551.44,Medium,1,2023,1290.33,2535.98,0,0,1,1,0,0,0,0,12731
DIST006,Financial Services,Faber-Castell Highlighters,Office Supplies,6156.22,6957.07,Medium,3,2022,6156.22,5956.44,0,1,0,1,0,1,1,0,3919
DIST016,E-commerce,Nike Football,Sports,1360.39,1785.87,Medium,2,2021,1360.39,1054.5,0,0,1,1,1,0,0,0,11793
DIST022,E-commerce,"Samsung 43"" Crystal 4K TV",Electronics,1028.61,2013.53,Fast Moving,1,2021,1028.61,3585.59,0,0,1,0,0,0,0,0,15791
DIST010,E-commerce,Honda Engine Oil 10W-30,Automotive,5932.98,4770.42,Slow Moving,3,2020,5932.98,5522.45,0,1,0,0,0,1,1,0,7181
DIST041,E-commerce,Asian Paints Tractor Emulsion,Paint and ancillaries,14657.48,22882.43,Medium,2,2021,14657.48,6160.13,0,0,1,1,1,0,0,0,30710
DIST013,Manufacturing,Borosil Glass Set,Home Goods,2912.72,2770.72,Slow Moving,3,2021,2912.72,2484.07,0,1,0,1,0,1,1,0,9830
DIST021,Healthcare,Philips Headlight Bulbs,Automotive,1199.7,856.36,Slow Moving,1,2024,1199.7,2031.46,0,0,1,1,0,0,0,0,15130
DIST039,Financial Services,Nestle Maggi Noodles,Food,1557.52,3119.14,Fast Moving,2,2021,1557.52,1113.75,0,0,1,1,1,0,0,0,28787
DIST005,Financial Services,Neelgagan Stamp Pad,Office Supplies,296.56,365.18,Medium,3,2022,296.56,210.28,0,1,0,1,0,1,1,0,3347
DIST014,Manufacturing,MAC Ruby Woo Lipstick,Beauty,1855.32,5146.8,Medium,1,2024,1855.32,3186.73,0,0,1,1,0,0,0,0,10342
DIST026,Manufacturing,JK Easy Copier Paper,Office Supplies,1050.21,846.22,Medium,1,2022,1050.21,1458.77,0,0,1,1,0,0,0,0,19029
DIST017,Retail,Remote Control Car,Toys,1507.08,2551.44,Medium,2,2022,1507.08,1358.13,0,0,1,0,1,0,0,0,12728
DIST012,Retail,PlayStation 5 Digital Edition,Toys,14271.27,13593.1,Medium,3,2021,14271.27,10867.08,0,1,0,1,0,1,1,0,8672
DIST049,Financial Services,Neelgagan Stamp Pad,Office Supplies,545.34,365.18,Medium,4,2022,545.34,296.84,1,0,0,0,0,1,0,1,36971
DIST045,E-commerce,Cello Finesse Dinner Set,Home Goods,1762.59,2944.2,Medium,2,2020,1762.59,1559.09,0,0,1,1,1,0,0,0,33391
DIST006,Financial Services,PetSafe Gentle Leader Collar,Pet Supplies,596.88,1265.77,Medium,1,2025,596.88,1244.87,0,0,1,1,0,0,0,0,4563
DIST017,Retail,Olay Total Effects Day Cream,Beauty,1423.15,2151.41,Fast Moving,2,2020,1423.15,1280.84,0,0,1,1,1,0,0,0,11945
DIST034,E-commerce,Cadbury Dairy Milk Chocolate,Food,8722.22,12480.74,Medium,3,2025,8722.22,6967.99,0,1,0,0,0,1,1,0,25069
DIST007,E-commerce,iPhone 15 Pro 256GB,Electronics,26432.7,10013.21,Slow Moving,4,2025,26432.7,15146.76,1,0,0,0,0,1,0,1,4889
DIST038,Education,Mobil Super Mileage 15W-40,Automotive,2502.86,2485.01,Fast Moving,2,2022,2502.86,2668.57,0,0,1,0,1,0,0,0,28564
DIST042,Retail,Saffola Active Oil 5L,Food,856.32,1329.98,Slow Moving,2,2022,856.32,1117.49,0,0,1,0,1,0,0,0,31486
DIST039,Financial Services,Dove Moisturizing Cream,Beauty,3468.74,3468.33,Slow Moving,1,2024,3468.74,5036.24,0,0,1,1,0,0,0,0,29092
DIST018,Manufacturing,Levi's 501 Original Jeans,Apparel,13432.08,7288.33,Fast Moving,4,2020,13432.08,8893.16,1,0,0,1,0,1,0,1,13108
DIST042,Retail,Scotch Magic Tape,Office Supplies,3768.9,4473.52,Fast Moving,2,2025,3768.9,3484.26,0,0,1,1,1,0,0,0,31820
DIST031,Education,Tommy Hilfiger Classic Shirt,Apparel,3881.33,4766.13,Fast Moving,2,2025,3881.33,2654.01,0,0,1,1,1,0,0,0,22766
DIST024,Hospitality,JBL Flip 6 Speaker,Electronics,1689.47,3363.02,Slow Moving,1,2022,1689.47,3745.62,0,0,1,1,0,0,0,0,17132
DIST033,E-commerce,Kinley Water 1L Pack,Beverages,13058.74,8863.91,Slow Moving,3,2025,13058.74,11065.7,0,1,0,0,0,1,1,0,24132
DIST048,Manufacturing,Parker Vector Fountain Pen,Office Supplies,12611.35,13816.22,Medium,2,2024,12611.35,9721.16,0,0,1,1,1,0,0,0,36313
DIST044,Healthcare,Volini Spray,Health,2115.17,4947.15,Fast Moving,1,2022,2115.17,4547,0,0,1,1,0,0,0,0,32963
DIST034,E-commerce,Haldiram's Bhujia,Food,14924.97,22105.21,Slow Moving,3,2022,14924.97,6701.79,0,1,0,1,0,1,1,0,25304
DIST050,Wholesale,Olay Total Effects Day Cream,Beauty,1567.99,2151.41,Slow Moving,2,2022,1567.99,1433.55,0,0,1,0,1,0,0,0,37245
DIST038,Education,Whiskas Cat Food Tuna 7kg,Pet Supplies,1009.47,1685.14,Fast Moving,1,2021,1009.47,1549.4,0,0,1,0,0,0,0,0,28149
DIST026,Manufacturing,JK Easy Copier Paper,Office Supplies,1006.85,846.22,Fast Moving,2,2022,1006.85,1050.21,0,0,1,0,1,0,0,0,19030
DIST001,Manufacturing,Pawzone Cat Scratch Post,Pet Supplies,5179.49,2378.99,Fast Moving,4,2025,5179.49,4257.1,1,0,0,0,0,1,0,1,22
DIST005,Financial Services,Kinley Water 1L Pack,Beverages,10992.38,8863.91,Fast Moving,3,2022,10992.38,6740.27,0,1,0,1,0,1,1,0,3712
DIST024,Hospitality,Adidas Running Shoes,Sports,3312.87,1700.72,Slow Moving,4,2023,3312.87,2103.7,1,0,0,0,0,1,0,1,17295
DIST041,E-commerce,7UP 600ml Bottle,Beverages,2176.42,1285.49,Medium,3,2025,2176.42,1561.75,0,1,0,0,0,1,1,0,30840
DIST049,Financial Services,Under Armour Performance Polo,Apparel,3639.31,7390.86,Medium,2,2021,3639.31,2795.14,0,0,1,1,1,0,0,0,36509
DIST028,Financial Services,Dove Moisturizing Cream,Beauty,7305.49,3468.33,Medium,4,2025,7305.49,5690.94,1,0,0,0,0,1,0,1,20273
DIST020,Retail,Ray-Ban Wayfarer Sunglasses,Apparel,2701.65,2462.16,Slow Moving,2,2024,2701.65,2253.77,0,0,1,1,1,0,0,0,14746
DIST013,Manufacturing,Mobil Super Mileage 15W-40,Automotive,1970.12,2485.01,Slow Moving,1,2023,1970.12,4029.12,0,0,1,1,0,0,0,0,9111
DIST006,Financial Services,Slazenger Tennis Balls,Sports,4219.44,3804,Fast Moving,3,2024,4219.44,4130.15,0,1,0,0,0,1,1,0,4159
DIST028,Financial Services,PetSafe Drinkwell Water Fountain,Pet Supplies,4397.67,2523.22,Fast Moving,3,2023,4397.67,2726.99,0,1,0,1,0,1,1,0,20198
DIST014,Manufacturing,Rubik's Cube Original,Toys,1540.17,2167.18,Slow Moving,4,2021,1540.17,1205.09,1,0,0,0,0,1,0,1,9990
DIST030,Financial Services,Voltas 2 Ton Window AC,Electronics,3508.15,4366.23,Slow Moving,2,2022,3508.15,3314.72,0,0,1,0,1,0,0,0,21540
DIST002,Hospitality,Coca-Cola 2L Bottle,Beverages,10480.81,22796.18,Fast Moving,1,2023,10480.81,21225.73,0,0,1,1,0,0,0,0,1505
DIST035,Education,Lego Classic Creative Box,Toys,11227.13,16891.13,Fast Moving,2,2023,11227.13,11967.7,0,0,1,0,1,0,0,0,25556
DIST021,Healthcare,Pepsi 330ml Can Pack,Beverages,29732.7,21367.23,Fast Moving,4,2021,29732.7,31742.47,1,0,0,0,0,1,0,1,14964
DIST041,E-commerce,Asian Paints Dynamo Adhesive,Paint and ancillaries,3106.79,5602.99,Fast Moving,1,2020,3106.79,2796.11,0,0,1,0,0,0,0,0,30998
DIST048,Manufacturing,Mobil Super Mileage 15W-40,Automotive,2186.89,2485.01,Fast Moving,3,2021,2186.89,1298.71,0,1,0,1,0,1,1,0,35936
DIST028,Financial Services,Baidyanath Chyawanprash,Health,10333.12,6209.52,Medium,4,2021,10333.12,7869.01,1,0,0,0,0,1,0,1,20237
DIST035,Education,Mattel Barbie Dreamhouse,Toys,5432.1,12981.66,Slow Moving,2,2021,5432.1,4458.57,0,0,1,1,1,0,0,0,26120
DIST034,E-commerce,Fevicol Adhesive 200g,Office Supplies,8199.1,5737.77,Medium,4,2020,8199.1,5811.49,1,0,0,1,0,1,0,1,25074
DIST045,E-commerce,Horlicks Classic 1kg,Beverages,2521.36,2457.11,Medium,1,2025,2521.36,3728.66,0,0,1,1,0,0,0,0,33501
DIST018,Manufacturing,Nerolac Impressions HD Paint,Paint and ancillaries,436.24,930.34,Slow Moving,1,2023,436.24,616.94,0,0,1,1,0,0,0,0,13140
DIST018,Manufacturing,Louis Vuitton Neverfull Bag,Apparel,56445.97,68246.14,Medium,1,2022,56445.97,92436.11,0,0,1,1,0,0,0,0,13385
DIST009,Manufacturing,Vaseline Body Lotion,Beauty,3165.67,3547.06,Slow Moving,1,2025,3165.67,6341.37,0,0,1,1,0,0,0,0,6236
DIST015,Retail,Canon EOS R6 Camera,Electronics,2280.26,4083.36,Fast Moving,2,2020,2280.26,2230.54,0,0,1,1,1,0,0,0,10966
DIST049,Financial Services,Uniqlo AIRism Undershirt,Apparel,7518.94,4630.7,Fast Moving,2,2024,7518.94,5268.43,0,0,1,1,1,0,0,0,36684
DIST020,Retail,Sony WH-1000XM5 Headphones,Electronics,19101.2,9515.13,Slow Moving,4,2023,19101.2,12454.84,1,0,0,0,0,1,0,1,14120
DIST015,Retail,Havells Table Fan,Home Goods,847.36,956.25,Medium,1,2025,847.36,1195.98,0,0,1,1,0,0,0,0,11030
DIST008,Manufacturing,Havells Table Fan,Home Goods,468.89,956.25,Fast Moving,1,2022,468.89,842.13,0,0,1,1,0,0,0,0,5739
DIST049,Financial Services,Faber-Castell Highlighters,Office Supplies,7879.86,6957.07,Slow Moving,2,2021,7879.86,7264.17,0,0,1,1,1,0,0,0,36942
DIST027,Wholesale,Revlon ColorStay Eyeliner,Beauty,3336.99,3873.66,Fast Moving,1,2023,3336.99,6061.48,0,0,1,1,0,0,0,0,19807
DIST032,Manufacturing,Everest Chicken Masala,Food,1930.3,1251.2,Fast Moving,4,2024,1930.3,1701.43,1,0,0,0,0,1,0,1,23169
DIST040,Retail,North Face Puffer Jacket,Apparel,5761.37,8039.47,Medium,1,2023,5761.37,9097.62,0,0,1,1,0,0,0,0,29684
DIST032,Manufacturing,Classmate Notebook Set,Office Supplies,6974.82,5049.67,Fast Moving,4,2020,6974.82,5926.25,1,0,0,1,0,1,0,1,23025
DIST003,Education,Havells Table Fan,Home Goods,1122.65,956.25,Fast Moving,3,2020,1122.65,870.06,0,1,0,0,0,1,1,0,1766
DIST032,Manufacturing,Biotique Morning Nectar Lotion,Beauty,1628.42,2458.76,Medium,2,2024,1628.42,1402.56,0,0,1,1,1,0,0,0,23491
DIST043,Education,Whiskas Cat Food Tuna 7kg,Pet Supplies,851.1,1685.14,Fast Moving,1,2020,851.1,765.99,0,0,1,0,0,0,0,0,32324
DIST046,Manufacturing,Sony WH-1000XM5 Headphones,Electronics,10617.06,9515.13,Medium,3,2025,10617.06,7345.87,0,1,0,0,0,1,1,0,34329
DIST033,E-commerce,Biotique Morning Nectar Lotion,Beauty,2362.63,2458.76,Fast Moving,3,2021,2362.63,2288.09,0,1,0,1,0,1,1,0,24720
DIST010,E-commerce,Nerolac Impressions HD Paint,Paint and ancillaries,611.37,930.34,Slow Moving,1,2022,611.37,964.64,0,0,1,1,0,0,0,0,7120
DIST025,Financial Services,Michelin P215/65R16 Tires,Automotive,2566.04,2763.1,Slow Moving,3,2021,2566.04,2005.96,0,1,0,1,0,1,1,0,18129
DIST029,Manufacturing,Nerolac Impressions HD Paint,Paint and ancillaries,937.06,930.34,Medium,2,2024,937.06,364.51,0,0,1,1,1,0,0,0,20607
DIST042,Retail,Hot Wheels 5-Car Pack,Toys,2222.5,5502.54,Fast Moving,1,2023,2222.5,4300.49,0,0,1,1,0,0,0,0,31354
DIST016,E-commerce,Baidyanath Chyawanprash,Health,4383.9,6209.52,Slow Moving,3,2021,4383.9,4388.91,0,1,0,1,0,1,1,0,11427
DIST028,Financial Services,Fluval Aquarium Filter,Pet Supplies,3627.68,3819.25,Slow Moving,2,2020,3627.68,2655.64,0,0,1,1,1,0,0,0,20003
DIST010,E-commerce,Britannia Good Day Cookies,Food,5004.3,4600.58,Slow Moving,3,2021,5004.3,4573.64,0,1,0,1,0,1,1,0,7596
DIST050,Wholesale,MAC Ruby Woo Lipstick,Beauty,4550.93,5146.8,Slow Moving,1,2025,4550.93,9424.9,0,0,1,1,0,0,0,0,37370
DIST032,Manufacturing,Michael Kors Crossbody Bag,Apparel,14373,7211.41,Medium,4,2024,14373,8864.16,1,0,0,0,0,1,0,1,23791
DIST050,Wholesale,Xbox Series X,Toys,14658.19,9659.16,Medium,4,2025,14658.19,9402.47,1,0,0,0,0,1,0,1,37167
DIST023,Manufacturing,Basil Rubber Chew Toy,Pet Supplies,4684.99,10800.74,Fast Moving,1,2022,4684.99,7542.4,0,0,1,1,0,0,0,0,16337
DIST043,Education,Strauss Yoga Mat,Sports,17907.57,18825.74,Slow Moving,3,2022,17907.57,16345.08,0,1,0,1,0,1,1,0,32625
DIST007,E-commerce,Pawzone Cat Scratch Post,Pet Supplies,1586.12,2378.99,Slow Moving,3,2020,1586.12,1631.33,0,1,0,0,0,1,1,0,5298
DIST027,Wholesale,"Sony Bravia 55"" OLED TV",Electronics,1674.81,1982.55,Medium,1,2022,1674.81,4087.17,0,0,1,1,0,0,0,0,19320
DIST040,Retail,Thums Up 1.25L,Beverages,22623.86,17644.64,Fast Moving,3,2022,22623.86,12824.12,0,1,0,1,0,1,1,0,29659
DIST001,Manufacturing,Me-O Cat Food Seafood 7kg,Pet Supplies,21984.82,21784.25,Fast Moving,3,2022,21984.82,17887.05,0,1,0,1,0,1,1,0,33
DIST020,Retail,Fevicol SH Wood Adhesive 1kg,Paint and ancillaries,5393.15,6171.51,Medium,4,2024,5393.15,6180.98,1,0,0,0,0,1,0,1,14448
DIST004,Healthcare,Funskool Monopoly,Toys,3826.92,3982.36,Medium,1,2022,3826.92,5457.54,0,0,1,1,0,0,0,0,2619
DIST033,E-commerce,Cat Mate Pet Fountain,Pet Supplies,6743.74,5975.71,Fast Moving,2,2025,6743.74,8756.68,0,0,1,1,1,0,0,0,24689
DIST014,Manufacturing,Prestige Popular Pressure Cooker,Home Goods,4137.57,2876.37,Fast Moving,4,2025,4137.57,3279.87,1,0,0,0,0,1,0,1,10188
DIST005,Financial Services,Funskool Monopoly,Toys,5353.98,3982.36,Medium,4,2020,5353.98,3645.57,1,0,0,1,0,1,0,1,3795
DIST046,Manufacturing,Cadbury Dairy Milk Chocolate,Food,19730.54,12480.74,Medium,4,2023,19730.54,20756.93,1,0,0,0,0,1,0,1,34411
DIST009,Manufacturing,Faber Chimney Hood,Home Goods,1382.93,1179.46,Medium,2,2025,1382.93,965.07,0,0,1,1,1,0,0,0,6305
DIST009,Manufacturing,MAC Ruby Woo Lipstick,Beauty,8239.94,5146.8,Slow Moving,4,2022,8239.94,6303.54,1,0,0,0,0,1,0,1,6342
DIST006,Financial Services,Kong Classic Dog Toy,Pet Supplies,4477.86,7035.35,Slow Moving,1,2024,4477.86,7756.89,0,0,1,1,0,0,0,0,4379
DIST050,Wholesale,Mattel Barbie Dreamhouse,Toys,24559.46,12981.66,Fast Moving,4,2020,24559.46,14290.24,1,0,0,1,0,1,0,1,37818
DIST036,Healthcare,Basil Rubber Chew Toy,Pet Supplies,11393.31,10800.74,Slow Moving,2,2021,11393.31,9233.12,0,0,1,1,1,0,0,0,26686
DIST031,Education,Zara Slim Fit Blazer,Apparel,9874.65,8387.38,Fast Moving,3,2023,9874.65,6481.22,0,1,0,1,0,1,1,0,22572
DIST021,Healthcare,Zara Slim Fit Blazer,Apparel,5121,8387.38,Slow Moving,1,2020,5121,4608.9,0,0,1,0,0,0,0,0,15185
DIST027,Wholesale,Asian Paints Premium Emulsion,Paint and ancillaries,11056.16,11871.07,Medium,2,2022,11056.16,6106.2,0,0,1,0,1,0,0,0,19505
DIST029,Manufacturing,Neelgagan Stamp Pad,Office Supplies,356.36,365.18,Medium,4,2024,356.36,255.67,1,0,0,0,0,1,0,1,21162
DIST049,Financial Services,Marvel Action Figure Set,Toys,4469.52,4753.94,Medium,3,2023,4469.52,4200.17,0,1,0,1,0,1,1,0,36565
DIST032,Manufacturing,Vaseline Body Lotion,Beauty,3184.67,3547.06,Slow Moving,1,2020,3184.67,2866.2,0,0,1,0,0,0,0,0,23543
DIST027,Wholesale,Cosco Volleyball,Sports,730.42,838.75,Slow Moving,2,2025,730.42,717.67,0,0,1,1,1,0,0,0,19285
DIST048,Manufacturing,Fortune Sunflower Oil 5L,Food,2128.46,3981.79,Fast Moving,1,2023,2128.46,2971.57,0,0,1,1,0,0,0,0,35712
DIST031,Education,Under Armour Performance Polo,Apparel,11330.54,7390.86,Fast Moving,4,2023,11330.54,8475.48,1,0,0,0,0,1,0,1,22691
DIST020,Retail,Biotique Morning Nectar Lotion,Beauty,2971.33,2458.76,Slow Moving,3,2020,2971.33,2798.09,0,1,0,0,0,1,1,0,14178
DIST013,Manufacturing,Tetra Fish Food 1L,Pet Supplies,9607.49,6832.26,Slow Moving,4,2021,9607.49,5180.21,1,0,0,0,0,1,0,1,9603
DIST017,Retail,Fossil Chronograph Watch,Apparel,389.77,1148.1,Fast Moving,1,2021,389.77,902.68,0,0,1,0,0,0,0,0,12086
