distributor_id,industry,sku,category,sales,avg_quarterly_sales,movement_category,quarter,year,total_quarter_sales,prev_quarter_sales,is_diwali,is_ganesh_chaturthi,is_gudi_padwa,is_eid,is_akshay_tritiya,is_dussehra_navratri,is_onam,is_christmas,time_idx
0,5,53,6,9471.9,14827.33,0,3,2023,9471.9,6768.33,0,1,0,1,0,1,1,0,16
0,5,53,6,12312.58,14827.33,1,4,2024,12312.58,8460.53,1,0,0,0,0,1,0,1,17
0,5,106,2,724.19,1223.47,1,3,2020,724.19,484.03,0,1,0,0,0,1,1,0,18
0,5,106,2,620.86,1223.47,2,2,2021,620.86,415.36,0,0,1,1,1,0,0,0,19
0,5,106,2,571.75,1223.47,2,2,2022,571.75,509.0,0,0,1,0,1,0,0,0,20
0,5,106,2,720.3,1223.47,2,2,2023,720.3,563.43,0,0,1,0,1,0,0,0,21
0,5,106,2,691.77,1223.47,0,2,2025,691.77,538.63,0,0,1,1,1,0,0,0,22
0,5,106,2,977.02,1223.47,1,4,2025,977.02,770.93,1,0,0,0,0,1,0,1,23
0,5,57,5,434.64,1251.2,1,1,2020,434.64,391.18,0,0,1,0,0,0,0,0,24
0,5,57,5,663.64,1251.2,1,2,2020,663.64,434.64,0,0,1,1,1,0,0,0,25
0,5,57,5,596.18,1251.2,1,2,2021,596.18,445.08,0,0,1,1,1,0,0,0,26
0,5,57,5,636.65,1251.2,2,1,2023,636.65,778.58,0,0,1,1,0,0,0,0,27
0,5,57,5,655.97,1251.2,2,2,2023,655.97,636.65,0,0,1,0,1,0,0,0,28
0,5,57,5,977.12,1251.2,1,3,2023,977.12,655.97,0,1,0,1,0,1,1,0,29
0,5,57,5,836.76,1251.2,1,4,2023,836.76,977.12,1,0,0,0,0,1,0,1,30
0,5,57,5,678.82,1251.2,0,1,2025,678.82,862.65,0,0,1,1,0,0,0,0,31
0,5,98,0,26812.04,68246.14,1,3,2020,26812.04,26473.62,0,1,0,0,0,1,1,0,32
0,5,98,0,17584.4,68246.14,0,1,2021,17584.4,51722.71,0,0,1,0,0,0,0,0,33
0,5,98,0,29721.12,68246.14,0,3,2021,29721.12,34056.8,0,1,0,1,0,1,1,0,34
0,5,98,0,25314.18,68246.14,1,1,2023,25314.18,50278.77,0,0,1,1,0,0,0,0,35
0,5,98,0,36467.12,68246.14,1,3,2023,36467.12,23398.69,0,1,0,1,0,1,1,0,36
0,5,98,0,29026.1,68246.14,1,1,2024,29026.1,46107.58,0,0,1,1,0,0,0,0,37
0,5,98,0,29234.89,68246.14,2,3,2024,29234.89,31713.9,0,1,0,0,0,1,1,0,38
0,5,98,0,55067.15,68246.14,0,4,2025,55067.15,30463.89,1,0,0,0,0,1,0,1,39
0,5,37,1,4171.01,5056.99,0,4,2020,4171.01,3046.73,1,0,0,1,0,1,0,1,40
0,5,37,1,2946.29,5056.99,2,3,2021,2946.29,2513.48,0,1,0,1,0,1,1,0,41
0,5,37,1,3206.24,5056.99,0,3,2022,3206.24,3060.22,0,1,0,1,0,1,1,0,42
0,5,37,1,5071.9,5056.99,1,4,2025,5071.9,3631.88,1,0,0,0,0,1,0,1,43
0,5,133,5,5580.33,5909.6,2,1,2022,5580.33,10723.7,0,0,1,1,0,0,0,0,44
0,5,133,5,5808.11,5909.6,0,1,2023,5808.11,11268.2,0,0,1,1,0,0,0,0,45
0,5,133,5,9638.93,5909.6,1,3,2024,9638.93,6344.61,0,1,0,0,0,1,1,0,46
0,5,133,5,12586.05,5909.6,1,3,2025,12586.05,8677.94,0,1,0,0,0,1,1,0,47
0,5,133,5,11502.87,5909.6,0,4,2025,11502.87,12586.05,1,0,0,0,0,1,0,1,48
0,5,184,12,5391.84,6096.26,1,2,2021,5391.84,4159.8,0,0,1,1,1,0,0,0,49
0,5,184,12,6311.28,6096.26,1,3,2021,6311.28,5391.84,0,1,0,1,0,1,1,0,50
0,5,184,12,9482.63,6096.26,1,4,2021,9482.63,6311.28,1,0,0,0,0,1,0,1,51
0,5,184,12,5628.64,6096.26,1,2,2022,5628.64,4118.91,0,0,1,0,1,0,0,0,52
0,5,184,12,6472.0,6096.26,2,3,2023,6472.0,4295.03,0,1,0,1,0,1,1,0,53
0,5,184,12,5421.79,6096.26,1,1,2025,5421.79,12122.3,0,0,1,1,0,0,0,0,54
0,5,184,12,6264.04,6096.26,2,2,2025,6264.04,5421.79,0,0,1,1,1,0,0,0,55
0,5,77,2,14409.98,9807.82,1,4,2020,14409.98,11829.93,1,0,0,1,0,1,0,1,56
0,5,77,2,6889.68,9807.82,0,1,2021,6889.68,14409.98,0,0,1,0,0,0,0,0,57
0,5,77,2,15764.46,9807.82,2,4,2021,15764.46,11605.81,1,0,0,0,0,1,0,1,58
0,5,77,2,13954.21,9807.82,2,4,2023,13954.21,14285.57,1,0,0,0,0,1,0,1,59
0,5,77,2,14209.04,9807.82,2,4,2024,14209.04,10373.79,1,0,0,0,0,1,0,1,60
0,5,77,2,14052.96,9807.82,2,3,2025,14052.96,11115.68,0,1,0,0,0,1,1,0,61
0,5,89,5,8937.79,8738.38,0,2,2020,8937.79,5420.6,0,0,1,1,1,0,0,0,62
0,5,89,5,11238.38,8738.38,1,3,2022,11238.38,8113.86,0,1,0,1,0,1,1,0,63
0,5,89,5,7569.04,8738.38,2,2,2023,7569.04,11069.84,0,0,1,0,1,0,0,0,64
0,5,89,5,12215.88,8738.38,0,3,2023,12215.88,7569.04,0,1,0,1,0,1,1,0,65
0,5,89,5,12288.44,8738.38,2,4,2023,12288.44,12215.88,1,0,0,0,0,1,0,1,66
0,5,34,8,12432.54,17387.3,2,4,2020,12432.54,10035.37,1,0,0,1,0,1,0,1,67
0,5,34,8,10806.45,17387.3,2,3,2021,10806.45,9752.39,0,1,0,1,0,1,1,0,68
0,5,34,8,16094.83,17387.3,0,4,2022,16094.83,12920.42,1,0,0,0,0,1,0,1,69
0,5,34,8,12624.53,17387.3,2,2,2024,12624.53,7661.79,0,0,1,1,1,0,0,0,70
0,5,34,8,13692.74,17387.3,1,3,2025,13692.74,12236.22,0,1,0,0,0,1,1,0,71
0,5,52,9,374.25,1123.28,1,1,2021,374.25,558.18,0,0,1,0,0,0,0,0,72
0,5,52,9,682.51,1123.28,2,3,2021,682.51,874.86,0,1,0,1,0,1,1,0,73
0,5,52,9,660.71,1123.28,0,4,2022,660.71,693.24,1,0,0,0,0,1,0,1,74
0,5,52,9,1014.58,1123.28,2,2,2025,1014.58,776.94,0,0,1,1,1,0,0,0,75
0,5,150,7,2524.3,2876.37,2,2,2020,2524.3,1516.57,0,0,1,1,1,0,0,0,76
0,5,150,7,3028.78,2876.37,2,4,2020,3028.78,2817.88,1,0,0,1,0,1,0,1,77
0,5,150,7,2268.01,2876.37,2,2,2021,2268.01,1802.52,0,0,1,1,1,0,0,0,78
0,5,150,7,2981.54,2876.37,1,3,2024,2981.54,2981.82,0,1,0,0,0,1,1,0,79
0,5,150,7,2137.16,2876.37,1,1,2025,2137.16,3700.31,0,0,1,1,0,0,0,0,80
0,5,30,5,3593.61,4600.58,0,1,2023,3593.61,8011.23,0,0,1,1,0,0,0,0,81
0,5,30,5,4200.99,4600.58,2,2,2023,4200.99,3593.61,0,0,1,0,1,0,0,0,82
0,5,30,5,6157.18,4600.58,1,4,2023,6157.18,7363.04,1,0,0,0,0,1,0,1,83
0,5,30,5,6065.22,4600.58,2,2,2024,6065.22,4809.8,0,0,1,1,1,0,0,0,84
0,5,30,5,5789.47,4600.58,2,1,2025,5789.47,6341.91,0,0,1,1,0,0,0,0,85
0,5,158,2,2717.08,3873.66,1,3,2022,2717.08,2000.72,0,1,0,1,0,1,1,0,86
0,5,158,2,1912.15,3873.66,2,1,2023,1912.15,3077.56,0,0,1,1,0,0,0,0,87
0,5,158,2,3651.45,3873.66,1,4,2023,3651.45,2639.96,1,0,0,0,0,1,0,1,88
0,5,158,2,2671.47,3873.66,2,2,2024,2671.47,1875.88,0,0,1,1,1,0,0,0,89
0,5,158,2,2790.55,3873.66,0,4,2024,2790.55,2625.83,1,0,0,0,0,1,0,1,90
0,5,23,3,4406.02,7506.31,0,2,2020,4406.02,4090.54,0,0,1,1,1,0,0,0,91
0,5,23,3,7461.91,7506.31,2,3,2021,7461.91,4320.31,0,1,0,1,0,1,1,0,92
0,5,23,3,8009.8,7506.31,0,3,2023,8009.8,5445.0,0,1,0,1,0,1,1,0,93
0,5,23,3,9359.15,7506.31,0,4,2025,9359.15,9059.21,1,0,0,0,0,1,0,1,94
0,5,180,3,589.91,1121.9,2,2,2020,589.91,406.68,0,0,1,1,1,0,0,0,95
0,5,180,3,780.72,1121.9,1,4,2021,780.72,1046.64,1,0,0,0,0,1,0,1,96
0,5,180,3,474.38,1121.9,1,2,2022,474.38,429.41,0,0,1,0,1,0,0,0,97
0,5,180,3,509.9,1121.9,0,1,2023,509.9,944.51,0,0,1,1,0,0,0,0,98
0,5,180,3,1064.24,1121.9,2,3,2025,1064.24,631.31,0,1,0,0,0,1,1,0,99
0,5,180,3,1196.97,1121.9,0,4,2025,1196.97,1064.24,1,0,0,0,0,1,0,1,100
0,5,197,6,10297.84,10870.3,2,3,2020,10297.84,9046.03,0,1,0,0,0,1,1,0,101
0,5,197,6,11735.93,10870.3,2,3,2021,11735.93,11694.62,0,1,0,1,0,1,1,0,102
0,5,197,6,7838.24,10870.3,2,1,2022,7838.24,12900.32,0,0,1,1,0,0,0,0,103
0,5,197,6,6377.87,10870.3,0,1,2023,6377.87,15582.81,0,0,1,1,0,0,0,0,104
0,5,197,6,9546.34,10870.3,1,2,2023,9546.34,6377.87,0,0,1,0,1,0,0,0,105
0,5,197,6,12980.89,10870.3,2,3,2023,12980.89,9546.34,0,1,0,1,0,1,1,0,106
0,5,197,6,7957.09,10870.3,2,1,2024,7957.09,16918.43,0,0,1,1,0,0,0,0,107
0,5,197,6,10396.32,10870.3,2,3,2024,10396.32,7957.09,0,1,0,0,0,1,1,0,108
0,5,197,6,15256.0,10870.3,1,4,2024,15256.0,10396.32,1,0,0,0,0,1,0,1,109
0,5,197,6,8011.54,10870.3,1,1,2025,8011.54,15256.0,0,0,1,1,0,0,0,0,110
0,5,147,12,4642.5,3242.42,0,4,2020,4642.5,2745.37,1,0,0,1,0,1,0,1,111
0,5,147,12,2027.48,3242.42,2,1,2021,2027.48,4642.5,0,0,1,0,0,0,0,0,112
0,5,147,12,2496.67,3242.42,0,3,2021,2496.67,2284.79,0,1,0,1,0,1,1,0,113
0,5,147,12,2356.06,3242.42,0,2,2022,2356.06,2011.71,0,0,1,0,1,0,0,0,114
0,5,147,12,2933.89,3242.42,0,3,2022,2933.89,2356.06,0,1,0,1,0,1,1,0,115
0,5,147,12,2063.12,3242.42,2,1,2024,2063.12,4346.15,0,0,1,1,0,0,0,0,116
0,5,149,2,1204.94,2244.92,2,1,2020,1204.94,1084.45,0,0,1,0,0,0,0,0,117
0,5,149,2,1412.56,2244.92,1,1,2021,1412.56,2617.19,0,0,1,0,0,0,0,0,118
0,5,149,2,1945.32,2244.92,0,2,2021,1945.32,1412.56,0,0,1,1,1,0,0,0,119
0,5,149,2,2355.25,2244.92,1,4,2021,2355.25,2393.41,1,0,0,0,0,1,0,1,120
0,5,149,2,2426.99,2244.92,0,3,2023,2426.99,1630.74,0,1,0,1,0,1,1,0,121
0,5,149,2,2132.63,2244.92,0,2,2024,2132.63,1591.91,0,0,1,1,1,0,0,0,122
0,5,149,2,2392.35,2244.92,2,3,2024,2392.35,2132.63,0,1,0,0,0,1,1,0,123
0,5,149,2,3258.71,2244.92,0,4,2024,3258.71,2392.35,1,0,0,0,0,1,0,1,124
0,5,149,2,3495.79,2244.92,1,4,2025,3495.79,2467.07,1,0,0,0,0,1,0,1,125
0,5,19,9,12028.9,8913.79,2,4,2022,12028.9,14875.5,1,0,0,0,0,1,0,1,126
0,5,19,9,8432.52,8913.79,0,1,2023,8432.52,12028.9,0,0,1,1,0,0,0,0,127
0,5,19,9,19661.98,8913.79,0,2,2023,19661.98,8432.52,0,0,1,0,1,0,0,0,128
0,5,19,9,13233.48,8913.79,2,3,2023,13233.48,19661.98,0,1,0,1,0,1,1,0,129
0,5,19,9,20482.02,8913.79,1,2,2024,20482.02,7839.23,0,0,1,1,1,0,0,0,130
0,5,19,9,15715.74,8913.79,2,4,2024,15715.74,12434.94,1,0,0,0,0,1,0,1,131
0,5,130,2,6238.58,5199.53,1,3,2020,6238.58,5606.52,0,1,0,0,0,1,1,0,132
0,5,130,2,6620.72,5199.53,2,3,2021,6620.72,6302.11,0,1,0,1,0,1,1,0,133
0,5,130,2,4381.7,5199.53,0,1,2022,4381.7,8315.11,0,0,1,1,0,0,0,0,134
0,5,130,2,9592.92,5199.53,1,4,2022,9592.92,6191.33,1,0,0,0,0,1,0,1,135
0,5,130,2,6312.98,5199.53,1,1,2023,6312.98,9592.92,0,0,1,1,0,0,0,0,136
0,5,130,2,7370.12,5199.53,2,3,2023,7370.12,6630.25,0,1,0,1,0,1,1,0,137
0,5,130,2,7882.78,5199.53,2,4,2025,7882.78,8378.66,1,0,0,0,0,1,0,1,138
0,5,45,11,2857.68,7917.89,1,2,2020,2857.68,2515.15,0,0,1,1,1,0,0,0,139
0,5,45,11,4347.13,7917.89,1,4,2020,4347.13,3602.85,1,0,0,1,0,1,0,1,140
0,5,45,11,2357.38,7917.89,0,1,2021,2357.38,4347.13,0,0,1,0,0,0,0,0,141
0,5,45,11,2780.26,7917.89,2,2,2021,2780.26,2357.38,0,0,1,1,1,0,0,0,142
0,5,45,11,4760.42,7917.89,2,4,2023,4760.42,4315.1,1,0,0,0,0,1,0,1,143
0,5,45,11,3484.72,7917.89,0,2,2024,3484.72,3216.81,0,0,1,1,1,0,0,0,144
0,5,45,11,3814.63,7917.89,2,2,2025,3814.63,3933.24,0,0,1,1,1,0,0,0,145
0,5,45,11,5262.2,7917.89,1,4,2025,5262.2,4929.09,1,0,0,0,0,1,0,1,146
0,5,83,4,1457.85,3363.02,1,2,2021,1457.85,3515.74,0,0,1,1,1,0,0,0,147
0,5,83,4,2016.11,3363.02,1,2,2023,2016.11,1266.67,0,0,1,0,1,0,0,0,148
0,5,83,4,3865.91,3363.02,0,4,2023,3865.91,2198.61,1,0,0,0,0,1,0,1,149
0,5,83,4,1775.43,3363.02,1,1,2024,1775.43,3865.91,0,0,1,1,0,0,0,0,150
0,5,83,4,2996.15,3363.02,0,3,2025,2996.15,2183.01,0,1,0,0,0,1,1,0,151
0,5,132,8,9723.21,13816.22,1,1,2020,9723.21,8750.89,0,0,1,0,0,0,0,0,152
0,5,132,8,15104.35,13816.22,0,3,2020,15104.35,10521.4,0,1,0,0,0,1,1,0,153
0,5,132,8,21518.98,13816.22,0,4,2021,21518.98,14127.49,1,0,0,0,0,1,0,1,154
0,5,132,8,22157.79,13816.22,2,4,2025,22157.79,17764.42,1,0,0,0,0,1,0,1,155
0,5,65,12,3801.09,4397.48,2,2,2020,3801.09,2497.44,0,0,1,1,1,0,0,0,156
0,5,65,12,4293.54,4397.48,2,3,2020,4293.54,3801.09,0,1,0,0,0,1,1,0,157
0,5,65,12,3825.61,4397.48,2,2,2021,3825.61,2426.29,0,0,1,1,1,0,0,0,158
0,5,65,12,3373.98,4397.48,1,2,2022,3373.98,3454.79,0,0,1,0,1,0,0,0,159
0,5,65,12,4296.05,4397.48,2,3,2022,4296.05,3373.98,0,1,0,1,0,1,1,0,160
0,5,65,12,3936.68,4397.48,0,3,2023,3936.68,3904.93,0,1,0,1,0,1,1,0,161
0,5,65,12,5531.4,4397.48,2,4,2023,5531.4,3936.68,1,0,0,0,0,1,0,1,162
0,5,65,12,4458.09,4397.48,0,2,2024,4458.09,3065.07,0,0,1,1,1,0,0,0,163
0,5,12,9,16959.63,22882.43,2,1,2021,16959.63,23336.99,0,0,1,0,0,0,0,0,164
0,5,12,9,17163.17,22882.43,1,1,2023,17163.17,23373.91,0,0,1,1,0,0,0,0,165
0,5,12,9,33992.31,22882.43,2,2,2023,33992.31,17163.17,0,0,1,0,1,0,0,0,166
0,5,12,9,27393.35,22882.43,1,3,2024,27393.35,44928.85,0,1,0,0,0,1,1,0,167
0,5,12,9,24968.76,22882.43,2,4,2024,24968.76,27393.35,1,0,0,0,0,1,0,1,168
0,5,12,9,42911.55,22882.43,0,2,2025,42911.55,24968.76,0,0,1,1,1,0,0,0,169
0,5,12,9,28590.8,22882.43,2,3,2025,28590.8,42911.55,0,1,0,0,0,1,1,0,170
0,5,12,9,30166.22,22882.43,0,4,2025,30166.22,28590.8,1,0,0,0,0,1,0,1,171
0,5,8,9,4653.29,6108.35,2,3,2021,4653.29,5508.39,0,1,0,1,0,1,1,0,172
0,5,8,9,4654.22,6108.35,0,3,2022,4654.22,5267.76,0,1,0,1,0,1,1,0,173
0,5,8,9,3137.84,6108.35,2,1,2024,3137.84,3969.37,0,0,1,1,0,0,0,0,174
0,5,8,9,6985.94,6108.35,0,2,2024,6985.94,3137.84,0,0,1,1,1,0,0,0,175
0,5,8,9,2986.61,6108.35,2,1,2025,2986.61,2948.13,0,0,1,1,0,0,0,0,176
0,5,8,9,5197.12,6108.35,0,3,2025,5197.12,7624.63,0,1,0,0,0,1,1,0,177
0,5,68,0,911.42,1148.1,0,3,2020,911.42,1010.7,0,1,0,0,0,1,1,0,178
0,5,68,0,1084.95,1148.1,0,2,2021,1084.95,757.42,0,0,1,1,1,0,0,0,179
0,5,68,0,996.35,1148.1,2,2,2022,996.35,964.02,0,0,1,0,1,0,0,0,180
0,5,68,0,1312.46,1148.1,2,3,2022,1312.46,996.35,0,1,0,1,0,1,1,0,181
0,5,68,0,915.57,1148.1,2,1,2023,915.57,1656.04,0,0,1,1,0,0,0,0,182
0,5,68,0,1149.22,1148.1,2,2,2024,1149.22,904.53,0,0,1,1,1,0,0,0,183
0,5,68,0,1031.35,1148.1,0,2,2025,1031.35,985.35,0,0,1,1,1,0,0,0,184
0,5,173,7,2227.51,2129.66,1,1,2020,2227.51,2004.76,0,0,1,0,0,0,0,0,185
0,5,173,7,2746.66,2129.66,1,2,2021,2746.66,4181.4,0,0,1,1,1,0,0,0,186
0,5,173,7,2114.17,2129.66,0,1,2023,2114.17,4064.9,0,0,1,1,0,0,0,0,187
0,5,173,7,2604.2,2129.66,0,3,2023,2604.2,2941.13,0,1,0,1,0,1,1,0,188
0,5,90,10,4098.23,7035.35,1,2,2020,4098.23,3486.68,0,0,1,1,1,0,0,0,189
0,5,90,10,6295.24,7035.35,0,3,2020,6295.24,4098.23,0,1,0,0,0,1,1,0,190
0,5,90,10,4819.75,7035.35,2,2,2022,4819.75,4433.29,0,0,1,0,1,0,0,0,191
0,5,90,10,8557.23,7035.35,1,3,2023,8557.23,5721.36,0,1,0,1,0,1,1,0,192
0,5,90,10,4343.53,7035.35,0,1,2024,4343.53,7928.1,0,0,1,1,0,0,0,0,193
0,5,20,9,9628.46,6173.7,0,2,2020,9628.46,4682.09,0,0,1,1,1,0,0,0,194
0,5,20,9,6749.11,6173.7,0,4,2020,6749.11,7323.17,1,0,0,1,0,1,0,1,195
0,5,20,9,5601.22,6173.7,2,1,2023,5601.22,8272.34,0,0,1,1,0,0,0,0,196
0,5,20,9,8499.68,6173.7,1,3,2023,8499.68,9577.16,0,1,0,1,0,1,1,0,197
0,5,20,9,8286.56,6173.7,1,3,2024,8286.56,10013.74,0,1,0,0,0,1,1,0,198
0,5,20,9,7427.92,6173.7,2,4,2024,7427.92,8286.56,1,0,0,0,0,1,0,1,199
0,5,20,9,7495.08,6173.7,2,3,2025,7495.08,12053.24,0,1,0,0,0,1,1,0,200
1,4,20,9,7448.33,6173.7,1,2,2020,7448.33,4049.47,0,0,1,1,1,0,0,0,201
1,4,20,9,6475.0,6173.7,1,3,2020,6475.0,7448.33,0,1,0,0,0,1,1,0,202
1,4,20,9,3745.6,6173.7,1,1,2021,3745.6,4977.37,0,0,1,0,0,0,0,0,203
1,4,20,9,10376.04,6173.7,1,2,2021,10376.04,3745.6,0,0,1,1,1,0,0,0,204
1,4,20,9,9667.09,6173.7,2,2,2022,9667.09,4387.08,0,0,1,0,1,0,0,0,205
1,4,20,9,4489.32,6173.7,1,1,2023,4489.32,6991.15,0,0,1,1,0,0,0,0,206
1,4,20,9,8836.73,6173.7,2,3,2023,8836.73,11681.65,0,1,0,1,0,1,1,0,207
1,4,20,9,8238.88,6173.7,0,3,2025,8238.88,10329.7,0,1,0,0,0,1,1,0,208
1,4,11,9,10109.1,7547.97,1,2,2020,10109.1,5222.45,0,0,1,1,1,0,0,0,209
1,4,11,9,7816.88,7547.97,1,4,2020,7816.88,7503.25,1,0,0,1,0,1,0,1,210
1,4,11,9,13188.71,7547.97,0,2,2021,13188.71,4741.81,0,0,1,1,1,0,0,0,211
1,4,11,9,8190.83,7547.97,1,4,2022,8190.83,9977.74,1,0,0,0,0,1,0,1,212
1,4,11,9,11525.81,7547.97,1,2,2023,11525.81,6437.91,0,0,1,0,1,0,0,0,213
1,4,11,9,11479.84,7547.97,1,3,2024,11479.84,6381.13,0,1,0,0,0,1,1,0,214
1,4,11,9,8507.82,7547.97,0,4,2024,8507.82,11479.84,1,0,0,0,0,1,0,1,215
1,4,11,9,9296.3,7547.97,1,3,2025,9296.3,11921.1,0,1,0,0,0,1,1,0,216
1,4,181,10,3995.85,6832.26,2,1,2020,3995.85,3596.26,0,0,1,0,0,0,0,0,217
1,4,181,10,5155.59,6832.26,0,2,2021,5155.59,3815.15,0,0,1,1,1,0,0,0,218
1,4,181,10,7993.86,6832.26,2,4,2023,7993.86,5429.6,1,0,0,0,0,1,0,1,219
1,4,109,1,2138.54,2763.1,1,1,2020,2138.54,1924.69,0,0,1,0,0,0,0,0,220
1,4,109,1,3284.01,2763.1,2,3,2020,3284.01,3445.53,0,1,0,0,0,1,1,0,221
1,4,109,1,4701.56,2763.1,0,4,2021,4701.56,4271.74,1,0,0,0,0,1,0,1,222
1,4,109,1,3592.26,2763.1,2,3,2022,3592.26,3341.56,0,1,0,1,0,1,1,0,223
1,4,109,1,5658.39,2763.1,1,4,2023,5658.39,3492.9,1,0,0,0,0,1,0,1,224
1,4,109,1,4674.39,2763.1,2,3,2024,4674.39,4050.77,0,1,0,0,0,1,1,0,225
1,4,109,1,3592.94,2763.1,0,1,2025,3592.94,5718.63,0,0,1,1,0,0,0,0,226
1,4,109,1,3579.63,2763.1,2,2,2025,3579.63,3592.94,0,0,1,1,1,0,0,0,227
1,4,119,9,656.6,930.34,1,3,2020,656.6,844.68,0,1,0,0,0,1,1,0,228
1,4,119,9,979.88,930.34,1,2,2021,979.88,358.51,0,0,1,1,1,0,0,0,229
1,4,119,9,651.62,930.34,1,3,2021,651.62,979.88,0,1,0,1,0,1,1,0,230
1,4,119,9,520.89,930.34,1,4,2021,520.89,651.62,1,0,0,0,0,1,0,1,231
1,4,119,9,429.6,930.34,1,1,2022,429.6,520.89,0,0,1,1,0,0,0,0,232
1,4,119,9,779.16,930.34,2,3,2022,779.16,1032.34,0,1,0,1,0,1,1,0,233
1,4,119,9,508.31,930.34,1,1,2024,508.31,906.65,0,0,1,1,0,0,0,0,234
1,4,119,9,1040.0,930.34,2,2,2025,1040.0,496.8,0,0,1,1,1,0,0,0,235
1,4,98,0,53981.02,68246.14,1,2,2023,53981.02,46704.64,0,0,1,0,1,0,0,0,236
1,4,98,0,106264.23,68246.14,2,4,2023,106264.23,66201.91,1,0,0,0,0,1,0,1,237
1,4,98,0,60744.83,68246.14,2,2,2024,60744.83,54862.39,0,0,1,1,1,0,0,0,238
1,4,98,0,71225.39,68246.14,2,3,2024,71225.39,60744.83,0,1,0,0,0,1,1,0,239
1,4,98,0,66796.14,68246.14,1,3,2025,66796.14,61472.56,0,1,0,0,0,1,1,0,240
1,4,57,5,738.99,1251.2,1,1,2020,738.99,665.09,0,0,1,0,0,0,0,0,241
1,4,57,5,1210.89,1251.2,2,2,2020,1210.89,738.99,0,0,1,1,1,0,0,0,242
1,4,57,5,1019.04,1251.2,2,2,2021,1019.04,809.23,0,0,1,1,1,0,0,0,243
1,4,57,5,1016.45,1251.2,2,1,2022,1016.45,1275.21,0,0,1,1,0,0,0,0,244
1,4,57,5,1756.49,1251.2,0,3,2022,1756.49,908.05,0,1,0,1,0,1,1,0,245
1,4,57,5,1064.58,1251.2,0,1,2023,1064.58,1558.51,0,0,1,1,0,0,0,0,246
1,4,57,5,2146.43,1251.2,0,3,2023,2146.43,1070.09,0,1,0,1,0,1,1,0,247
1,4,57,5,1841.87,1251.2,0,4,2024,1841.87,1441.68,1,0,0,0,0,1,0,1,248
1,4,57,5,1663.64,1251.2,1,4,2025,1663.64,1851.18,1,0,0,0,0,1,0,1,249
1,4,141,10,1157.72,1265.77,0,1,2020,1157.72,1041.95,0,0,1,0,0,0,0,0,250
1,4,141,10,1327.14,1265.77,0,2,2020,1327.14,1157.72,0,0,1,1,1,0,0,0,251
1,4,141,10,1745.45,1265.77,0,4,2020,1745.45,1350.35,1,0,0,1,0,1,0,1,252
1,4,141,10,892.95,1265.77,0,1,2021,892.95,1745.45,0,0,1,0,0,0,0,0,253
1,4,141,10,1255.02,1265.77,0,2,2021,1255.02,892.95,0,0,1,1,1,0,0,0,254
1,4,141,10,1201.33,1265.77,2,2,2022,1201.33,1137.19,0,0,1,0,1,0,0,0,255
1,4,141,10,1621.04,1265.77,0,3,2022,1621.04,1201.33,0,1,0,1,0,1,1,0,256
1,4,141,10,1599.65,1265.77,1,2,2023,1599.65,1140.26,0,0,1,0,1,0,0,0,257
1,4,141,10,2079.67,1265.77,2,3,2023,2079.67,1599.65,0,1,0,1,0,1,1,0,258
1,4,141,10,1717.72,1265.77,0,4,2023,1717.72,2079.67,1,0,0,0,0,1,0,1,259
1,4,141,10,1192.02,1265.77,2,1,2024,1192.02,1717.72,0,0,1,1,0,0,0,0,260
